country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
Belarus,1999,female,75+ years,66,318400,20.73,Belarus1999,,"12,138,486,532",1269,G.I. Generation,Europe
Belarus,1999,female,55-74 years,170,1157900,14.68,Belarus1999,,"12,138,486,532",1269,Silent,Europe
Belarus,1999,female,35-54 years,174,1465100,11.88,Belarus1999,,"12,138,486,532",1269,Boomers,Europe
Belarus,1999,female,25-34 years,67,697900,9.6,Belarus1999,,"12,138,486,532",1269,Generation X,Europe
Belarus,1999,female,15-24 years,48,741400,6.47,Belarus1999,,"12,138,486,532",1269,Generation X,Europe
Belarus,1999,male,5-14 years,22,748500,2.94,Belarus1999,,"12,138,486,532",1269,Millenials,Europe
Belarus,1999,female,5-14 years,4,713600,0.56,Belarus1999,,"12,138,486,532",1269,Millenials,Europe
Belarus,2000,male,55-74 years,721,750602,96.06,Belarus2000,0.683,"12,736,856,828",1335,Silent,Europe
Belarus,2000,male,35-54 years,1334,1403903,95.02,Belarus2000,0.683,"12,736,856,828",1335,Boomers,Europe
Belarus,2000,male,75+ years,89,110565,80.5,Belarus2000,0.683,"12,736,856,828",1335,G.I. Generation,Europe
Belarus,2000,male,25-34 years,508,688963,73.73,Belarus2000,0.683,"12,736,856,828",1335,Generation X,Europe
Belarus,2000,male,15-24 years,306,786483,38.91,Belarus2000,0.683,"12,736,856,828",1335,Generation X,Europe
Belarus,2000,female,75+ years,67,331579,20.21,Belarus2000,0.683,"12,736,856,828",1335,G.I. Generation,Europe
Belarus,2000,female,55-74 years,172,1125001,15.29,Belarus2000,0.683,"12,736,856,828",1335,Silent,Europe
Belarus,2000,female,35-54 years,170,1497056,11.36,Belarus2000,0.683,"12,736,856,828",1335,Boomers,Europe
Belarus,2000,female,25-34 years,54,693860,7.78,Belarus2000,0.683,"12,736,856,828",1335,Generation X,Europe
Belarus,2000,female,15-24 years,36,754801,4.77,Belarus2000,0.683,"12,736,856,828",1335,Generation X,Europe
Belarus,2000,male,5-14 years,20,717646,2.79,Belarus2000,0.683,"12,736,856,828",1335,Millenials,Europe
Belarus,2000,female,5-14 years,6,683020,0.88,Belarus2000,0.683,"12,736,856,828",1335,Millenials,Europe
Belarus,2001,male,55-74 years,658,731902,89.9,Belarus2001,,"12,354,820,144",1299,Silent,Europe
Belarus,2001,male,35-54 years,1266,1423218,88.95,Belarus2001,,"12,354,820,144",1299,Boomers,Europe
Belarus,2001,male,75+ years,82,116090,70.63,Belarus2001,,"12,354,820,144",1299,Silent,Europe
Belarus,2001,male,25-34 years,477,687861,69.35,Belarus2001,,"12,354,820,144",1299,Generation X,Europe
Belarus,2001,male,15-24 years,313,801574,39.05,Belarus2001,,"12,354,820,144",1299,Millenials,Europe
Belarus,2001,female,75+ years,73,346664,21.06,Belarus2001,,"12,354,820,144",1299,Silent,Europe
Belarus,2001,female,55-74 years,162,1094844,14.8,Belarus2001,,"12,354,820,144",1299,Silent,Europe
Belarus,2001,female,35-54 years,164,1522267,10.77,Belarus2001,,"12,354,820,144",1299,Boomers,Europe
Belarus,2001,female,25-34 years,53,691653,7.66,Belarus2001,,"12,354,820,144",1299,Generation X,Europe
Belarus,2001,female,15-24 years,36,768639,4.68,Belarus2001,,"12,354,820,144",1299,Millenials,Europe
Belarus,2001,male,5-14 years,17,681448,2.49,Belarus2001,,"12,354,820,144",1299,Millenials,Europe
Belarus,2001,female,5-14 years,2,647427,0.31,Belarus2001,,"12,354,820,144",1299,Millenials,Europe
Belarus,2002,male,35-54 years,1263,1429098,88.38,Belarus2002,,"14,594,249,023",1541,Boomers,Europe
Belarus,2002,male,55-74 years,607,719837,84.32,Belarus2002,,"14,594,249,023",1541,Silent,Europe
Belarus,2002,male,25-34 years,515,688769,74.77,Belarus2002,,"14,594,249,023",1541,Generation X,Europe
Belarus,2002,male,75+ years,79,122862,64.3,Belarus2002,,"14,594,249,023",1541,Silent,Europe
Belarus,2002,male,15-24 years,296,814826,36.33,Belarus2002,,"14,594,249,023",1541,Millenials,Europe
Belarus,2002,female,75+ years,69,359673,19.18,Belarus2002,,"14,594,249,023",1541,Silent,Europe
Belarus,2002,female,55-74 years,149,1076366,13.84,Belarus2002,,"14,594,249,023",1541,Silent,Europe
Belarus,2002,female,35-54 years,191,1533648,12.45,Belarus2002,,"14,594,249,023",1541,Boomers,Europe
Belarus,2002,female,25-34 years,65,691146,9.4,Belarus2002,,"14,594,249,023",1541,Generation X,Europe
Belarus,2002,female,15-24 years,32,780846,4.1,Belarus2002,,"14,594,249,023",1541,Millenials,Europe
Belarus,2002,male,5-14 years,20,642277,3.11,Belarus2002,,"14,594,249,023",1541,Millenials,Europe
Belarus,2002,female,5-14 years,5,609886,0.82,Belarus2002,,"14,594,249,023",1541,Millenials,Europe
Belarus,2003,male,55-74 years,669,709699,94.27,Belarus2003,,"17,827,791,321",1892,Silent,Europe
Belarus,2003,male,35-54 years,1304,1427642,91.34,Belarus2003,,"17,827,791,321",1892,Boomers,Europe
Belarus,2003,male,75+ years,107,131935,81.1,Belarus2003,,"17,827,791,321",1892,Silent,Europe
Belarus,2003,male,25-34 years,540,691958,78.04,Belarus2003,,"17,827,791,321",1892,Generation X,Europe
Belarus,2003,male,15-24 years,285,824213,34.58,Belarus2003,,"17,827,791,321",1892,Millenials,Europe
Belarus,2003,female,75+ years,78,374617,20.82,Belarus2003,,"17,827,791,321",1892,Silent,Europe
Belarus,2003,female,55-74 years,177,1062435,16.66,Belarus2003,,"17,827,791,321",1892,Silent,Europe
Belarus,2003,female,35-54 years,179,1536542,11.65,Belarus2003,,"17,827,791,321",1892,Boomers,Europe
Belarus,2003,female,25-34 years,57,692961,8.23,Belarus2003,,"17,827,791,321",1892,Generation X,Europe
Belarus,2003,female,15-24 years,46,789030,5.83,Belarus2003,,"17,827,791,321",1892,Millenials,Europe
Belarus,2003,male,5-14 years,11,605243,1.82,Belarus2003,,"17,827,791,321",1892,Millenials,Europe
Belarus,2003,female,5-14 years,3,574416,0.52,Belarus2003,,"17,827,791,321",1892,Millenials,Europe
Belarus,2007,male,75+ years,122,157647,77.39,Belarus2007,,"45,277,399,814",4898,Silent,Europe
Belarus,2007,male,55-74 years,506,710519,71.22,Belarus2007,,"45,277,399,814",4898,Silent,Europe
Belarus,2007,male,35-54 years,900,1399410,64.31,Belarus2007,,"45,277,399,814",4898,Boomers,Europe
Belarus,2007,male,25-34 years,405,723119,56.01,Belarus2007,,"45,277,399,814",4898,Generation X,Europe
Belarus,2007,male,15-24 years,261,801445,32.57,Belarus2007,,"45,277,399,814",4898,Millenials,Europe
Belarus,2007,female,75+ years,70,424470,16.49,Belarus2007,,"45,277,399,814",4898,Silent,Europe
Belarus,2007,female,55-74 years,127,1054993,12.04,Belarus2007,,"45,277,399,814",4898,Silent,Europe
Belarus,2007,female,35-54 years,163,1518188,10.74,Belarus2007,,"45,277,399,814",4898,Boomers,Europe
Belarus,2007,female,25-34 years,56,711481,7.87,Belarus2007,,"45,277,399,814",4898,Generation X,Europe
Belarus,2007,female,15-24 years,37,768164,4.82,Belarus2007,,"45,277,399,814",4898,Millenials,Europe
Belarus,2007,male,5-14 years,9,500931,1.8,Belarus2007,,"45,277,399,814",4898,Generation Z,Europe
Belarus,2007,female,5-14 years,3,474089,0.63,Belarus2007,,"45,277,399,814",4898,Generation Z,Europe
Belarus,2008,male,75+ years,131,159724,82.02,Belarus2008,,"60,763,483,146",6601,Silent,Europe
Belarus,2008,male,35-54 years,961,1395695,68.85,Belarus2008,,"60,763,483,146",6601,Boomers,Europe
Belarus,2008,male,55-74 years,481,716132,67.17,Belarus2008,,"60,763,483,146",6601,Silent,Europe
Belarus,2008,male,25-34 years,375,737364,50.86,Belarus2008,,"60,763,483,146",6601,Generation X,Europe
Belarus,2008,male,15-24 years,234,778552,30.06,Belarus2008,,"60,763,483,146",6601,Millenials,Europe
Belarus,2008,female,75+ years,63,432516,14.57,Belarus2008,,"60,763,483,146",6601,Silent,Europe
Belarus,2008,female,35-54 years,184,1514338,12.15,Belarus2008,,"60,763,483,146",6601,Boomers,Europe
Belarus,2008,female,55-74 years,127,1059632,11.99,Belarus2008,,"60,763,483,146",6601,Silent,Europe
Belarus,2008,female,25-34 years,66,723117,9.13,Belarus2008,,"60,763,483,146",6601,Generation X,Europe
Belarus,2008,female,15-24 years,29,745464,3.89,Belarus2008,,"60,763,483,146",6601,Millenials,Europe
Belarus,2008,male,5-14 years,5,484885,1.03,Belarus2008,,"60,763,483,146",6601,Generation Z,Europe
Belarus,2008,female,5-14 years,2,458327,0.44,Belarus2008,,"60,763,483,146",6601,Generation Z,Europe
Belarus,2009,male,75+ years,145,159050,91.17,Belarus2009,,"49,209,523,810",5366,Silent,Europe
Belarus,2009,male,35-54 years,903,1390214,64.95,Belarus2009,,"49,209,523,810",5366,Boomers,Europe
Belarus,2009,male,55-74 years,466,726459,64.15,Belarus2009,,"49,209,523,810",5366,Silent,Europe
Belarus,2009,male,25-34 years,445,754796,58.96,Belarus2009,,"49,209,523,810",5366,Generation X,Europe
Belarus,2009,male,15-24 years,270,749519,36.02,Belarus2009,,"49,209,523,810",5366,Millenials,Europe
Belarus,2009,female,75+ years,74,434130,17.05,Belarus2009,,"49,209,523,810",5366,Silent,Europe
Belarus,2009,female,55-74 years,144,1073032,13.42,Belarus2009,,"49,209,523,810",5366,Silent,Europe
Belarus,2009,female,35-54 years,165,1507662,10.94,Belarus2009,,"49,209,523,810",5366,Boomers,Europe
Belarus,2009,female,25-34 years,74,737605,10.03,Belarus2009,,"49,209,523,810",5366,Generation X,Europe
Belarus,2009,female,15-24 years,45,716695,6.28,Belarus2009,,"49,209,523,810",5366,Millenials,Europe
Belarus,2009,male,5-14 years,9,473483,1.9,Belarus2009,,"49,209,523,810",5366,Generation Z,Europe
Belarus,2009,female,5-14 years,3,447324,0.67,Belarus2009,,"49,209,523,810",5366,Generation Z,Europe
Belarus,2010,male,75+ years,115,158977,72.34,Belarus2010,0.786,"57,222,490,769",6371,Silent,Europe
Belarus,2010,male,35-54 years,869,1353782,64.19,Belarus2010,0.786,"57,222,490,769",6371,Generation X,Europe
Belarus,2010,male,55-74 years,458,744533,61.52,Belarus2010,0.786,"57,222,490,769",6371,Silent,Europe
Belarus,2010,male,25-34 years,382,723856,52.77,Belarus2010,0.786,"57,222,490,769",6371,Generation X,Europe
Belarus,2010,male,15-24 years,240,707657,33.91,Belarus2010,0.786,"57,222,490,769",6371,Millenials,Europe
Belarus,2010,female,75+ years,62,432426,14.34,Belarus2010,0.786,"57,222,490,769",6371,Silent,Europe
Belarus,2010,female,35-54 years,145,1483086,9.78,Belarus2010,0.786,"57,222,490,769",6371,Generation X,Europe
Belarus,2010,female,25-34 years,60,715558,8.39,Belarus2010,0.786,"57,222,490,769",6371,Generation X,Europe
Belarus,2010,female,55-74 years,83,1092687,7.6,Belarus2010,0.786,"57,222,490,769",6371,Silent,Europe
Belarus,2010,female,15-24 years,39,668827,5.83,Belarus2010,0.786,"57,222,490,769",6371,Millenials,Europe
Belarus,2010,male,5-14 years,5,462298,1.08,Belarus2010,0.786,"57,222,490,769",6371,Generation Z,Europe
Belarus,2010,female,5-14 years,1,437506,0.23,Belarus2010,0.786,"57,222,490,769",6371,Generation Z,Europe
Belarus,2011,male,75+ years,112,161762,69.24,Belarus2011,0.793,"61,757,788,945",6902,Silent,Europe
Belarus,2011,male,55-74 years,415,755610,54.92,Belarus2011,0.793,"61,757,788,945",6902,Boomers,Europe
Belarus,2011,male,35-54 years,730,1342175,54.39,Belarus2011,0.793,"61,757,788,945",6902,Generation X,Europe
Belarus,2011,male,25-34 years,340,736247,46.18,Belarus2011,0.793,"61,757,788,945",6902,Millenials,Europe
Belarus,2011,male,15-24 years,185,676797,27.33,Belarus2011,0.793,"61,757,788,945",6902,Millenials,Europe
Belarus,2011,female,75+ years,69,441193,15.64,Belarus2011,0.793,"61,757,788,945",6902,Silent,Europe
Belarus,2011,female,35-54 years,141,1470135,9.59,Belarus2011,0.793,"61,757,788,945",6902,Generation X,Europe
Belarus,2011,female,55-74 years,91,1104192,8.24,Belarus2011,0.793,"61,757,788,945",6902,Boomers,Europe
Belarus,2011,female,25-34 years,42,724263,5.8,Belarus2011,0.793,"61,757,788,945",6902,Millenials,Europe
Belarus,2011,female,15-24 years,36,639397,5.63,Belarus2011,0.793,"61,757,788,945",6902,Millenials,Europe
Belarus,2011,male,5-14 years,10,459834,2.17,Belarus2011,0.793,"61,757,788,945",6902,Generation Z,Europe
Belarus,2011,female,5-14 years,1,435715,0.23,Belarus2011,0.793,"61,757,788,945",6902,Generation Z,Europe
Belarus,2013,male,75+ years,125,169369,73.8,Belarus2013,0.796,"75,527,984,234",8477,Silent,Europe
Belarus,2013,male,55-74 years,376,786132,47.83,Belarus2013,0.796,"75,527,984,234",8477,Boomers,Europe
Belarus,2013,male,35-54 years,609,1316641,46.25,Belarus2013,0.796,"75,527,984,234",8477,Generation X,Europe
Belarus,2013,male,25-34 years,308,759582,40.55,Belarus2013,0.796,"75,527,984,234",8477,Millenials,Europe
Belarus,2013,male,15-24 years,145,609560,23.79,Belarus2013,0.796,"75,527,984,234",8477,Millenials,Europe
Belarus,2013,female,75+ years,65,464748,13.99,Belarus2013,0.796,"75,527,984,234",8477,Silent,Europe
Belarus,2013,female,35-54 years,111,1438609,7.72,Belarus2013,0.796,"75,527,984,234",8477,Generation X,Europe
Belarus,2013,female,55-74 years,87,1130796,7.69,Belarus2013,0.796,"75,527,984,234",8477,Boomers,Europe
Belarus,2013,female,25-34 years,45,739769,6.08,Belarus2013,0.796,"75,527,984,234",8477,Millenials,Europe
Belarus,2013,female,15-24 years,25,576270,4.34,Belarus2013,0.796,"75,527,984,234",8477,Millenials,Europe
Belarus,2013,male,5-14 years,5,471922,1.06,Belarus2013,0.796,"75,527,984,234",8477,Generation Z,Europe
Belarus,2013,female,5-14 years,1,446842,0.22,Belarus2013,0.796,"75,527,984,234",8477,Generation Z,Europe
Belarus,2014,male,75+ years,125,172445,72.49,Belarus2014,0.798,"78,813,839,984",8849,Silent,Europe
Belarus,2014,male,35-54 years,572,1305009,43.83,Belarus2014,0.798,"78,813,839,984",8849,Generation X,Europe
Belarus,2014,male,55-74 years,341,807337,42.24,Belarus2014,0.798,"78,813,839,984",8849,Boomers,Europe
Belarus,2014,male,25-34 years,297,768569,38.64,Belarus2014,0.798,"78,813,839,984",8849,Millenials,Europe
Belarus,2014,male,15-24 years,128,578690,22.12,Belarus2014,0.798,"78,813,839,984",8849,Millenials,Europe
Belarus,2014,female,75+ years,53,475110,11.16,Belarus2014,0.798,"78,813,839,984",8849,Silent,Europe
Belarus,2014,female,35-54 years,93,1421531,6.54,Belarus2014,0.798,"78,813,839,984",8849,Generation X,Europe
Belarus,2014,female,55-74 years,68,1149649,5.91,Belarus2014,0.798,"78,813,839,984",8849,Boomers,Europe
Belarus,2014,female,25-34 years,41,745490,5.5,Belarus2014,0.798,"78,813,839,984",8849,Millenials,Europe
Belarus,2014,female,15-24 years,15,546952,2.74,Belarus2014,0.798,"78,813,839,984",8849,Millenials,Europe
Belarus,2014,female,5-14 years,6,455300,1.32,Belarus2014,0.798,"78,813,839,984",8849,Generation Z,Europe
Belarus,2014,male,5-14 years,2,480895,0.42,Belarus2014,0.798,"78,813,839,984",8849,Generation Z,Europe
Belgium,1985,male,75+ years,214,210800,101.52,Belgium1985,0.774,"86,730,038,793",9356,G.I. Generation,Europe
Belgium,1985,male,55-74 years,449,876400,51.23,Belgium1985,0.774,"86,730,038,793",9356,G.I. Generation,Europe
Belgium,1985,male,35-54 years,493,1228000,40.15,Belgium1985,0.774,"86,730,038,793",9356,Silent,Europe
Belgium,1985,male,25-34 years,245,775300,31.6,Belgium1985,0.774,"86,730,038,793",9356,Boomers,Europe
Belgium,1985,female,75+ years,119,409900,29.03,Belgium1985,0.774,"86,730,038,793",9356,G.I. Generation,Europe
Belgium,1985,female,55-74 years,276,1029700,26.8,Belgium1985,0.774,"86,730,038,793",9356,G.I. Generation,Europe
Belgium,1985,female,35-54 years,252,1216200,20.72,Belgium1985,0.774,"86,730,038,793",9356,Silent,Europe
Belgium,1985,male,15-24 years,109,775300,14.06,Belgium1985,0.774,"86,730,038,793",9356,Generation X,Europe
Belgium,1985,female,25-34 years,78,744000,10.48,Belgium1985,0.774,"86,730,038,793",9356,Boomers,Europe
Belgium,1985,female,15-24 years,33,744100,4.43,Belgium1985,0.774,"86,730,038,793",9356,Generation X,Europe
Belgium,1985,male,5-14 years,12,644100,1.86,Belgium1985,0.774,"86,730,038,793",9356,Generation X,Europe
Belgium,1985,female,5-14 years,1,615800,0.16,Belgium1985,0.774,"86,730,038,793",9356,Generation X,Europe
Belgium,1986,male,75+ years,211,215400,97.96,Belgium1986,,"120,661,220,336",12992,G.I. Generation,Europe
Belgium,1986,male,55-74 years,444,889900,49.89,Belgium1986,,"120,661,220,336",12992,G.I. Generation,Europe
Belgium,1986,male,35-54 years,476,1237100,38.48,Belgium1986,,"120,661,220,336",12992,Silent,Europe
Belgium,1986,male,25-34 years,236,786200,30.02,Belgium1986,,"120,661,220,336",12992,Boomers,Europe
Belgium,1986,female,55-74 years,255,1039500,24.53,Belgium1986,,"120,661,220,336",12992,G.I. Generation,Europe
Belgium,1986,female,75+ years,90,419600,21.45,Belgium1986,,"120,661,220,336",12992,G.I. Generation,Europe
Belgium,1986,female,35-54 years,252,1221200,20.64,Belgium1986,,"120,661,220,336",12992,Silent,Europe
Belgium,1986,male,15-24 years,118,760500,15.52,Belgium1986,,"120,661,220,336",12992,Generation X,Europe
Belgium,1986,female,25-34 years,76,755700,10.06,Belgium1986,,"120,661,220,336",12992,Boomers,Europe
Belgium,1986,female,15-24 years,40,729100,5.49,Belgium1986,,"120,661,220,336",12992,Generation X,Europe
Belgium,1986,male,5-14 years,3,630300,0.48,Belgium1986,,"120,661,220,336",12992,Generation X,Europe
Belgium,1986,female,5-14 years,1,602600,0.17,Belgium1986,,"120,661,220,336",12992,Generation X,Europe
Belgium,1987,male,75+ years,222,214800,103.35,Belgium1987,,"150,194,077,688",16165,G.I. Generation,Europe
Belgium,1987,male,55-74 years,433,893500,48.46,Belgium1987,,"150,194,077,688",16165,G.I. Generation,Europe
Belgium,1987,male,35-54 years,483,1239800,38.96,Belgium1987,,"150,194,077,688",16165,Silent,Europe
Belgium,1987,male,25-34 years,273,789200,34.59,Belgium1987,,"150,194,077,688",16165,Boomers,Europe
Belgium,1987,female,75+ years,113,422000,26.78,Belgium1987,,"150,194,077,688",16165,G.I. Generation,Europe
Belgium,1987,female,55-74 years,232,1040900,22.29,Belgium1987,,"150,194,077,688",16165,G.I. Generation,Europe
Belgium,1987,female,35-54 years,215,1222000,17.59,Belgium1987,,"150,194,077,688",16165,Silent,Europe
Belgium,1987,male,15-24 years,121,756300,16,Belgium1987,,"150,194,077,688",16165,Generation X,Europe
Belgium,1987,female,25-34 years,100,759300,13.17,Belgium1987,,"150,194,077,688",16165,Boomers,Europe
Belgium,1987,female,15-24 years,35,725700,4.82,Belgium1987,,"150,194,077,688",16165,Generation X,Europe
Belgium,1987,male,5-14 years,11,628100,1.75,Belgium1987,,"150,194,077,688",16165,Generation X,Europe
Belgium,1987,female,5-14 years,0,599700,0,Belgium1987,,"150,194,077,688",16165,Generation X,Europe
Belgium,1988,male,75+ years,181,217000,83.41,Belgium1988,,"163,167,853,538",17509,G.I. Generation,Europe
Belgium,1988,male,55-74 years,390,901500,43.26,Belgium1988,,"163,167,853,538",17509,G.I. Generation,Europe
Belgium,1988,male,35-54 years,423,1251300,33.8,Belgium1988,,"163,167,853,538",17509,Silent,Europe
Belgium,1988,male,25-34 years,238,796900,29.87,Belgium1988,,"163,167,853,538",17509,Boomers,Europe
Belgium,1988,female,75+ years,104,429200,24.23,Belgium1988,,"163,167,853,538",17509,G.I. Generation,Europe
Belgium,1988,female,55-74 years,211,1044800,20.2,Belgium1988,,"163,167,853,538",17509,G.I. Generation,Europe
Belgium,1988,female,35-54 years,213,1229900,17.32,Belgium1988,,"163,167,853,538",17509,Silent,Europe
Belgium,1988,male,15-24 years,113,745800,15.15,Belgium1988,,"163,167,853,538",17509,Generation X,Europe
Belgium,1988,female,25-34 years,86,767800,11.2,Belgium1988,,"163,167,853,538",17509,Boomers,Europe
Belgium,1988,female,15-24 years,28,715900,3.91,Belgium1988,,"163,167,853,538",17509,Generation X,Europe
Belgium,1988,male,5-14 years,8,624200,1.28,Belgium1988,,"163,167,853,538",17509,Generation X,Europe
Belgium,1988,female,5-14 years,1,595000,0.17,Belgium1988,,"163,167,853,538",17509,Generation X,Europe
Belgium,1989,male,75+ years,220,220800,99.64,Belgium1989,,"165,100,094,595",17659,G.I. Generation,Europe
Belgium,1989,male,55-74 years,351,908400,38.64,Belgium1989,,"165,100,094,595",17659,G.I. Generation,Europe
Belgium,1989,male,35-54 years,422,1267600,33.29,Belgium1989,,"165,100,094,595",17659,Silent,Europe
Belgium,1989,male,25-34 years,215,805000,26.71,Belgium1989,,"165,100,094,595",17659,Boomers,Europe
Belgium,1989,female,75+ years,91,436800,20.83,Belgium1989,,"165,100,094,595",17659,G.I. Generation,Europe
Belgium,1989,female,55-74 years,200,1048300,19.08,Belgium1989,,"165,100,094,595",17659,G.I. Generation,Europe
Belgium,1989,male,15-24 years,126,730000,17.26,Belgium1989,,"165,100,094,595",17659,Generation X,Europe
Belgium,1989,female,35-54 years,190,1243700,15.28,Belgium1989,,"165,100,094,595",17659,Silent,Europe
Belgium,1989,female,25-34 years,72,776100,9.28,Belgium1989,,"165,100,094,595",17659,Boomers,Europe
Belgium,1989,female,15-24 years,27,700100,3.86,Belgium1989,,"165,100,094,595",17659,Generation X,Europe
Belgium,1989,male,5-14 years,4,620700,0.64,Belgium1989,,"165,100,094,595",17659,Generation X,Europe
Belgium,1989,female,5-14 years,2,591700,0.34,Belgium1989,,"165,100,094,595",17659,Generation X,Europe
Belgium,1990,male,75+ years,208,221900,93.74,Belgium1990,0.806,"206,430,841,502",22032,G.I. Generation,Europe
Belgium,1990,male,55-74 years,349,915100,38.14,Belgium1990,0.806,"206,430,841,502",22032,G.I. Generation,Europe
Belgium,1990,male,35-54 years,422,1285200,32.84,Belgium1990,0.806,"206,430,841,502",22032,Silent,Europe
Belgium,1990,male,25-34 years,213,811000,26.26,Belgium1990,0.806,"206,430,841,502",22032,Boomers,Europe
Belgium,1990,female,75+ years,95,439600,21.61,Belgium1990,0.806,"206,430,841,502",22032,G.I. Generation,Europe
Belgium,1990,female,55-74 years,193,1053000,18.33,Belgium1990,0.806,"206,430,841,502",22032,G.I. Generation,Europe
Belgium,1990,male,15-24 years,109,711900,15.31,Belgium1990,0.806,"206,430,841,502",22032,Generation X,Europe
Belgium,1990,female,35-54 years,186,1259200,14.77,Belgium1990,0.806,"206,430,841,502",22032,Silent,Europe
Belgium,1990,female,25-34 years,81,781400,10.37,Belgium1990,0.806,"206,430,841,502",22032,Boomers,Europe
Belgium,1990,female,15-24 years,37,682800,5.42,Belgium1990,0.806,"206,430,841,502",22032,Generation X,Europe
Belgium,1990,male,5-14 years,2,618600,0.32,Belgium1990,0.806,"206,430,841,502",22032,Generation X,Europe
Belgium,1990,female,5-14 years,0,590000,0,Belgium1990,0.806,"206,430,841,502",22032,Generation X,Europe
Belgium,1991,male,75+ years,205,219300,93.48,Belgium1991,,"211,637,816,539",22523,G.I. Generation,Europe
Belgium,1991,male,55-74 years,310,925900,33.48,Belgium1991,,"211,637,816,539",22523,Silent,Europe
Belgium,1991,male,35-54 years,424,1304700,32.5,Belgium1991,,"211,637,816,539",22523,Boomers,Europe
Belgium,1991,male,25-34 years,235,813800,28.88,Belgium1991,,"211,637,816,539",22523,Boomers,Europe
Belgium,1991,female,75+ years,76,436200,17.42,Belgium1991,,"211,637,816,539",22523,G.I. Generation,Europe
Belgium,1991,female,55-74 years,172,1063800,16.17,Belgium1991,,"211,637,816,539",22523,Silent,Europe
Belgium,1991,female,35-54 years,184,1277400,14.4,Belgium1991,,"211,637,816,539",22523,Boomers,Europe
Belgium,1991,male,15-24 years,100,696300,14.36,Belgium1991,,"211,637,816,539",22523,Generation X,Europe
Belgium,1991,female,25-34 years,71,783200,9.07,Belgium1991,,"211,637,816,539",22523,Boomers,Europe
Belgium,1991,female,15-24 years,23,667900,3.44,Belgium1991,,"211,637,816,539",22523,Generation X,Europe
Belgium,1991,male,5-14 years,4,618500,0.65,Belgium1991,,"211,637,816,539",22523,Millenials,Europe
Belgium,1991,female,5-14 years,1,589600,0.17,Belgium1991,,"211,637,816,539",22523,Millenials,Europe
Belgium,1992,male,75+ years,178,213800,83.26,Belgium1992,,"236,038,384,442",25036,G.I. Generation,Europe
Belgium,1992,male,55-74 years,331,940200,35.21,Belgium1992,,"236,038,384,442",25036,Silent,Europe
Belgium,1992,male,35-54 years,450,1325000,33.96,Belgium1992,,"236,038,384,442",25036,Boomers,Europe
Belgium,1992,male,25-34 years,235,813500,28.89,Belgium1992,,"236,038,384,442",25036,Boomers,Europe
Belgium,1992,female,75+ years,94,428600,21.93,Belgium1992,,"236,038,384,442",25036,G.I. Generation,Europe
Belgium,1992,female,55-74 years,202,1079300,18.72,Belgium1992,,"236,038,384,442",25036,Silent,Europe
Belgium,1992,male,15-24 years,114,683800,16.67,Belgium1992,,"236,038,384,442",25036,Generation X,Europe
Belgium,1992,female,35-54 years,171,1296200,13.19,Belgium1992,,"236,038,384,442",25036,Boomers,Europe
Belgium,1992,female,25-34 years,69,782500,8.82,Belgium1992,,"236,038,384,442",25036,Boomers,Europe
Belgium,1992,female,15-24 years,29,656700,4.42,Belgium1992,,"236,038,384,442",25036,Generation X,Europe
Belgium,1992,male,5-14 years,5,619100,0.81,Belgium1992,,"236,038,384,442",25036,Millenials,Europe
Belgium,1992,female,5-14 years,0,589400,0,Belgium1992,,"236,038,384,442",25036,Millenials,Europe
Belgium,1993,male,75+ years,196,206300,95.01,Belgium1993,,"225,924,679,921",23875,G.I. Generation,Europe
Belgium,1993,male,35-54 years,573,1346000,42.57,Belgium1993,,"225,924,679,921",23875,Boomers,Europe
Belgium,1993,male,55-74 years,365,956900,38.14,Belgium1993,,"225,924,679,921",23875,Silent,Europe
Belgium,1993,male,25-34 years,276,810400,34.06,Belgium1993,,"225,924,679,921",23875,Boomers,Europe
Belgium,1993,female,75+ years,94,419100,22.43,Belgium1993,,"225,924,679,921",23875,G.I. Generation,Europe
Belgium,1993,male,15-24 years,138,674100,20.47,Belgium1993,,"225,924,679,921",23875,Generation X,Europe
Belgium,1993,female,55-74 years,192,1097600,17.49,Belgium1993,,"225,924,679,921",23875,Silent,Europe
Belgium,1993,female,35-54 years,196,1315100,14.9,Belgium1993,,"225,924,679,921",23875,Boomers,Europe
Belgium,1993,female,25-34 years,74,779500,9.49,Belgium1993,,"225,924,679,921",23875,Boomers,Europe
Belgium,1993,female,15-24 years,33,648400,5.09,Belgium1993,,"225,924,679,921",23875,Generation X,Europe
Belgium,1993,male,5-14 years,4,619900,0.65,Belgium1993,,"225,924,679,921",23875,Millenials,Europe
Belgium,1993,female,5-14 years,1,589600,0.17,Belgium1993,,"225,924,679,921",23875,Millenials,Europe
Belgium,1994,male,75+ years,200,204800,97.66,Belgium1994,,"246,194,938,751",25922,G.I. Generation,Europe
Belgium,1994,male,35-54 years,538,1367300,39.35,Belgium1994,,"246,194,938,751",25922,Boomers,Europe
Belgium,1994,male,55-74 years,378,968900,39.01,Belgium1994,,"246,194,938,751",25922,Silent,Europe
Belgium,1994,male,25-34 years,266,804200,33.08,Belgium1994,,"246,194,938,751",25922,Boomers,Europe
